# NASA POWER daily point,lat=-4.53006,lon=136.89348,grid_elev_m=303.99,period=19960101-20260131
DATE,PRECTOTCORR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,T2M,T2M_MAX,T2M_MIN,RH2M,WS10M,WS10M_MAX,WS2M,PS
19960101,39.48,4.7935,-999.0,3.5856,-999.0,24.13,25.79,22.81,92.8,1.0,2.21,0.41,97.58
19960102,9.68,5.5253,-999.0,2.9424,-999.0,24.14,26.52,22.3,91.53,1.31,2.07,0.48,97.51
19960103,13.78,5.5224,-999.0,3.3792,-999.0,24.11,26.19,23.2,95.49,1.45,2.41,0.58,97.42
19960104,2.5,5.0945,-999.0,3.6072,-999.0,24.08,25.58,22.97,94.77,1.43,2.36,0.63,97.17
19960105,0.93,5.5274,-999.0,3.792,-999.0,24.59,27.56,22.36,89.55,1.58,2.69,0.67,97.1
19960106,0.28,5.0333,-999.0,3.432,-999.0,24.58,27.7,22.76,88.48,1.41,2.56,0.59,97.19
19960107,7.76,5.2241,-999.0,3.9816,-999.0,24.64,26.73,23.15,91.92,1.24,2.12,0.54,97.21
19960108,4.91,5.1166,-999.0,2.7768,-999.0,24.98,28.79,22.64,89.71,1.32,2.77,0.58,97.16
19960109,15.7,5.2025,-999.0,2.8872,-999.0,24.27,26.81,22.75,92.23,1.4,2.67,0.5,97.17
19960110,15.3,5.1305,-999.0,4.7784,-999.0,23.97,26.35,22.88,93.25,1.1,1.91,0.47,97.26
19960111,25.97,3.9206,-999.0,3.2184,-999.0,24.57,27.23,23.04,90.14,1.09,2.36,0.43,97.28
19960112,2.56,5.6378,-999.0,3.192,-999.0,24.22,26.9,22.76,90.31,1.29,2.33,0.49,97.38
19960113,1.19,4.8701,-999.0,3.78,-999.0,24.0,26.82,22.25,91.26,1.2,2.03,0.5,97.38
19960114,19.75,3.767,-999.0,3.336,-999.0,23.98,26.28,22.51,91.05,1.21,2.02,0.5,97.34
19960115,0.52,5.9659,-999.0,2.1456,-999.0,24.13,27.58,21.45,87.95,1.22,2.16,0.52,97.37
19960116,2.28,5.6561,-999.0,2.8704,-999.0,24.29,27.65,21.71,88.32,1.24,1.87,0.5,97.31
19960117,6.02,5.5702,-999.0,4.404,-999.0,24.35,27.58,22.17,90.64,1.32,2.4,0.6,97.3
19960118,2.2,4.6186,-999.0,3.7464,-999.0,24.52,27.97,22.16,89.04,1.05,2.08,0.42,97.25
19960119,5.35,5.6527,-999.0,2.7672,-999.0,24.31,27.36,22.26,90.41,1.27,2.07,0.45,97.07
19960120,7.07,6.0086,-999.0,4.5,-999.0,24.29,26.57,22.57,92.32,0.93,1.75,0.35,97.04
19960121,2.35,4.8619,-999.0,4.4976,-999.0,24.59,26.99,22.85,91.08,1.1,1.82,0.44,97.13
19960122,5.09,5.651,-999.0,3.7704,-999.0,23.78,25.49,22.6,93.68,1.3,1.93,0.52,97.2
19960123,11.45,4.9591,-999.0,3.8352,-999.0,24.11,27.1,22.16,92.67,1.47,2.74,0.59,97.19
19960124,13.75,5.6414,-999.0,3.4032,-999.0,24.25,27.23,22.41,91.08,0.99,1.78,0.48,97.15
19960125,31.68,5.2658,-999.0,3.4848,-999.0,23.4,26.19,21.81,93.28,1.13,1.95,0.54,97.06
19960126,6.13,4.3032,-999.0,4.0224,-999.0,23.5,26.45,21.61,92.93,1.5,2.5,0.57,97.03
19960127,8.23,5.8411,-999.0,2.5608,-999.0,23.83,25.75,22.04,93.28,1.18,1.59,0.46,97.07
19960128,9.45,5.6374,-999.0,2.8152,-999.0,24.11,26.29,22.71,94.57,1.37,2.19,0.53,97.13
19960129,13.93,5.0047,-999.0,4.0968,-999.0,24.2,25.68,22.8,97.22,1.4,1.97,0.56,97.12
19960130,9.84,5.899,-999.0,2.376,-999.0,24.42,26.81,22.69,92.85,1.15,1.96,0.47,97.13
19960131,21.5,5.6066,-999.0,5.1024,-999.0,24.67,28.01,22.6,91.77,1.3,2.23,0.52,97.17
19960201,22.26,5.6518,-999.0,3.864,-999.0,24.42,27.54,22.19,91.88,1.34,2.45,0.6,97.05
19960202,13.38,5.3136,-999.0,3.0024,-999.0,24.25,25.89,23.19,94.17,1.23,2.15,0.59,97.04
19960203,3.34,4.3073,-999.0,3.6192,-999.0,23.66,25.34,22.46,92.87,0.89,1.56,0.44,97.12
19960204,5.78,5.4571,-999.0,4.0704,-999.0,24.07,26.18,22.29,93.68,1.47,2.4,0.58,97.13
19960205,8.57,6.0535,-999.0,3.2736,-999.0,24.69,27.76,22.81,92.47,1.48,2.75,0.59,97.15
19960206,7.96,4.4611,-999.0,3.9384,-999.0,23.82,25.38,21.85,95.83,1.64,2.95,0.65,97.28
19960207,40.04,5.2651,-999.0,3.7224,-999.0,23.27,24.92,21.75,92.58,0.91,1.48,0.37,97.33
19960208,29.54,4.1443,-999.0,3.5304,-999.0,23.61,26.23,21.8,91.86,0.74,1.14,0.36,97.37
19960209,2.27,5.1451,-999.0,4.3032,-999.0,24.2,27.18,21.99,90.64,1.14,2.01,0.42,97.29
19960210,59.45,5.6376,-999.0,4.5672,-999.0,24.51,25.89,23.31,97.9,1.2,1.58,0.52,97.24
19960211,32.04,5.1223,-999.0,3.7704,-999.0,24.37,25.84,23.51,97.12,1.4,2.37,0.56,97.31
19960212,11.03,5.1444,-999.0,4.3272,-999.0,23.97,25.17,23.07,95.4,1.19,1.47,0.48,97.35
19960213,3.92,5.3237,-999.0,4.6104,-999.0,24.34,26.81,22.31,89.81,0.96,1.5,0.35,97.31
19960214,17.02,5.8831,-999.0,4.0104,-999.0,24.57,26.43,22.95,94.38,1.14,1.78,0.48,97.09
19960215,1.42,5.6381,-999.0,4.0272,-999.0,25.67,27.79,24.47,87.29,1.15,2.36,0.55,96.98
19960216,99.02,5.2968,-999.0,3.1224,-999.0,24.95,26.26,23.88,90.92,1.22,2.36,0.54,97.08
19960217,28.76,4.8235,-999.0,2.9136,-999.0,24.27,26.15,23.08,94.53,1.37,2.2,0.57,97.33
19960218,14.98,6.6504,-999.0,2.9928,-999.0,24.48,27.77,22.43,89.64,1.26,2.43,0.57,97.4
19960219,9.83,4.727,-999.0,3.396,-999.0,24.0,27.47,22.01,90.23,1.14,2.15,0.51,97.38
19960220,10.67,5.3093,-999.0,3.4464,-999.0,23.36,26.19,21.63,93.01,1.12,1.93,0.47,97.44
19960221,5.12,4.8007,-999.0,4.5096,-999.0,23.94,27.33,21.9,89.56,1.14,2.24,0.53,97.35
19960222,0.2,5.8265,-999.0,2.988,-999.0,22.58,25.52,20.72,87.42,1.33,2.05,0.58,97.33
19960223,4.07,5.532,-999.0,4.0104,-999.0,23.74,27.58,20.59,89.28,1.72,3.0,0.75,97.18
19960224,2.55,5.8426,-999.0,3.096,-999.0,24.04,27.06,21.69,92.35,1.25,2.51,0.6,97.2
19960225,5.61,5.573,-999.0,3.9,-999.0,24.42,27.52,22.34,92.08,1.63,2.53,0.71,97.18
19960226,5.0,3.3684,-999.0,2.8896,-999.0,24.02,26.39,22.34,94.59,1.69,2.61,0.8,97.21
19960227,1.0,5.435,-999.0,3.2232,-999.0,24.37,27.71,21.67,89.83,1.7,2.62,0.72,97.22
19960228,2.56,5.2565,-999.0,4.0416,-999.0,24.53,27.8,22.22,88.25,1.06,1.57,0.38,97.16
19960229,6.21,5.455,-999.0,3.1512,-999.0,25.51,28.19,23.95,88.82,1.18,2.28,0.57,97.14
19960301,6.4,6.6106,-999.0,3.1944,-999.0,25.3,28.05,23.04,87.76,1.04,1.69,0.51,97.16
19960302,2.77,5.795,-999.0,3.7632,-999.0,25.47,29.19,22.25,86.44,1.09,2.25,0.43,97.14
19960303,5.79,6.079,-999.0,1.8288,-999.0,24.72,26.94,22.01,90.08,0.81,1.55,0.3,97.19
19960304,4.23,5.6988,-999.0,4.332,-999.0,23.78,27.15,20.83,88.48,1.32,1.81,0.45,97.26
19960305,0.52,5.9023,-999.0,4.4856,-999.0,25.7,29.81,22.28,83.02,1.16,2.32,0.42,97.08
19960306,0.01,6.4082,-999.0,3.804,-999.0,26.03,29.2,23.71,84.5,0.91,1.83,0.38,97.1
19960307,0.08,6.3689,-999.0,2.7552,-999.0,24.94,27.48,22.79,87.1,0.99,1.75,0.41,97.36
19960308,0.07,5.574,-999.0,3.0576,-999.0,24.71,27.65,22.8,86.37,1.1,1.74,0.43,97.4
19960309,0.01,6.3859,-999.0,2.7024,-999.0,24.81,28.25,22.56,88.05,1.24,1.97,0.5,97.38
19960310,0.28,6.4241,-999.0,3.5664,-999.0,24.25,27.48,21.99,84.36,1.12,1.65,0.39,97.5
19960311,0.04,5.6654,-999.0,4.0584,-999.0,24.06,27.8,20.78,81.53,1.18,1.79,0.36,97.6
19960312,0.34,6.3379,-999.0,3.828,-999.0,24.58,28.83,21.17,83.59,1.3,1.86,0.46,97.66
19960313,26.83,5.1307,-999.0,4.716,-999.0,23.54,26.12,22.06,93.91,1.26,2.14,0.49,97.56
19960314,8.59,5.2495,-999.0,4.8288,-999.0,24.24,26.84,22.42,90.23,1.18,2.42,0.47,97.53
19960315,5.49,5.5944,-999.0,2.4648,-999.0,24.69,27.16,23.0,91.1,1.21,2.09,0.52,97.53
19960316,50.51,4.613,-999.0,2.9184,-999.0,24.41,25.82,23.05,96.12,1.26,2.0,0.51,97.43
19960317,6.3,6.0989,-999.0,3.168,-999.0,24.83,26.94,23.54,89.07,0.93,1.66,0.45,97.46
19960318,0.52,5.5478,-999.0,3.108,-999.0,25.45,28.86,23.15,88.66,1.29,2.31,0.54,97.33
19960319,0.27,5.743,-999.0,3.6744,-999.0,25.34,27.96,23.27,88.46,1.16,2.19,0.45,97.17
19960320,3.71,5.3215,-999.0,4.0056,-999.0,24.6,26.5,23.07,94.33,1.51,2.6,0.65,97.26
19960321,0.99,5.7106,-999.0,4.0032,-999.0,24.42,26.95,22.77,90.83,1.16,2.19,0.48,97.42
19960322,5.83,5.6326,-999.0,5.16,-999.0,24.96,28.26,22.42,88.76,1.35,2.48,0.6,97.32
19960323,4.12,5.3244,-999.0,3.6432,-999.0,24.76,27.65,22.79,89.91,1.46,2.64,0.64,97.38
19960324,2.69,6.071,-999.0,4.0608,-999.0,24.17,26.91,22.11,90.7,0.98,1.61,0.4,97.36
19960325,0.35,5.6986,-999.0,4.7952,-999.0,24.73,27.95,21.96,87.43,1.27,2.05,0.46,97.26
19960326,5.57,4.6824,-999.0,3.084,-999.0,25.13,27.5,23.38,93.17,1.45,1.99,0.62,97.14
19960327,3.16,4.8653,-999.0,3.6816,-999.0,25.56,28.39,24.1,93.45,1.39,2.51,0.58,97.1
19960328,20.83,3.1243,-999.0,2.6088,-999.0,25.28,28.34,22.77,90.32,1.14,1.91,0.46,97.12
19960329,9.72,5.7302,-999.0,4.6272,-999.0,25.41,28.89,23.48,91.06,1.2,1.65,0.49,97.2
19960330,3.72,5.6808,-999.0,3.9504,-999.0,25.33,28.31,23.61,91.51,1.12,2.03,0.48,97.24
19960331,6.13,4.6435,-999.0,4.1448,-999.0,24.77,27.18,23.08,92.99,1.51,2.38,0.63,97.13
19960401,24.56,5.4662,-999.0,3.9984,-999.0,24.54,26.29,23.03,95.47,1.24,1.6,0.5,97.05
19960402,11.6,5.207,-999.0,3.5784,-999.0,24.58,25.66,23.96,96.21,1.33,1.94,0.54,97.08
19960403,26.67,5.0462,-999.0,4.8936,-999.0,25.12,26.76,23.62,91.43,0.88,1.66,0.44,97.1
19960404,61.6,4.8907,-999.0,4.7472,-999.0,24.51,25.71,23.52,95.37,1.04,1.69,0.48,97.21
19960405,17.53,3.4481,-999.0,3.1584,-999.0,23.67,25.22,21.95,94.85,1.0,1.7,0.5,97.39
19960406,2.1,4.8739,-999.0,4.2696,-999.0,23.47,25.98,21.17,88.18,0.71,1.11,0.3,97.49
19960407,1.37,3.3492,-999.0,3.0264,-999.0,23.81,26.24,21.48,88.95,1.03,1.54,0.4,97.53
19960408,11.38,5.1994,-999.0,3.2784,-999.0,23.57,25.93,21.51,92.27,0.87,1.49,0.38,97.47
19960409,61.22,4.6265,-999.0,2.3256,-999.0,24.33,27.33,22.62,91.53,1.25,2.27,0.5,97.27
19960410,38.03,4.5391,-999.0,3.6792,-999.0,24.56,27.74,21.88,91.93,1.14,1.93,0.45,97.28
19960411,24.43,3.7822,-999.0,3.1128,-999.0,24.38,25.74,23.1,95.08,1.04,1.71,0.41,97.33
19960412,8.28,5.1667,-999.0,3.2784,-999.0,24.77,26.9,22.82,92.15,1.13,2.19,0.52,97.44
19960413,7.38,3.899,-999.0,3.432,-999.0,23.41,24.51,22.05,95.03,0.79,1.22,0.27,97.66
19960414,0.14,5.9892,-999.0,2.424,-999.0,24.31,27.47,21.87,89.38,1.15,1.94,0.49,97.7
19960415,4.41,5.0784,-999.0,2.844,-999.0,24.52,27.27,22.45,90.21,1.03,1.64,0.45,97.48
19960416,10.76,5.473,-999.0,2.3568,-999.0,24.57,27.23,22.98,92.25,1.24,1.87,0.54,97.41
19960417,7.04,5.9045,-999.0,2.6424,-999.0,24.13,26.48,22.72,93.74,1.32,2.19,0.61,97.49
19960418,0.04,6.1927,-999.0,2.2488,-999.0,24.45,27.18,22.5,88.5,1.05,1.71,0.47,97.42
19960419,0.3,4.2264,-999.0,3.6912,-999.0,24.75,27.7,22.76,91.16,1.48,2.77,0.61,97.35
19960420,19.63,5.1523,-999.0,2.7672,-999.0,24.42,26.61,22.83,92.64,1.48,2.27,0.59,97.39
19960421,27.16,5.1528,-999.0,4.3176,-999.0,23.94,25.49,22.9,95.22,1.48,2.87,0.6,97.46
19960422,25.54,5.0614,-999.0,3.9744,-999.0,24.25,27.16,22.24,93.07,1.63,2.87,0.68,97.46
19960423,40.05,4.4923,-999.0,4.368,-999.0,23.97,26.38,22.91,93.8,1.47,2.16,0.6,97.41
19960424,13.14,4.435,-999.0,2.9496,-999.0,24.05,26.73,22.36,93.58,1.28,2.07,0.5,97.38
19960425,11.91,4.843,-999.0,3.9408,-999.0,24.19,25.77,23.08,96.67,1.3,2.67,0.56,97.38
19960426,28.86,5.4295,-999.0,3.4896,-999.0,24.12,25.93,22.84,94.82,1.12,1.66,0.54,97.38
19960427,33.3,3.6271,-999.0,3.5328,-999.0,24.78,25.76,24.01,97.43,1.46,2.16,0.54,97.28
19960428,18.61,5.0707,-999.0,3.6504,-999.0,24.86,27.48,23.31,90.0,1.01,1.78,0.41,97.24
19960429,10.85,4.243,-999.0,2.6952,-999.0,25.11,28.19,23.28,91.47,0.97,1.93,0.39,97.08
19960430,8.68,5.1406,-999.0,3.1272,-999.0,24.89,26.28,23.69,95.61,0.99,1.59,0.43,97.1
19960501,6.54,5.1017,-999.0,3.3048,-999.0,24.89,26.4,23.83,94.35,1.13,2.02,0.5,97.24
19960502,3.32,2.987,-999.0,2.2248,-999.0,24.46,26.36,23.17,91.95,0.94,1.93,0.41,97.38
19960503,6.83,4.5811,-999.0,3.4296,-999.0,24.23,26.47,22.91,93.11,0.84,1.15,0.36,97.36
19960504,8.08,4.5341,-999.0,3.4128,-999.0,24.7,27.91,22.18,91.34,1.07,2.15,0.43,97.3
19960505,12.53,3.8138,-999.0,3.3936,-999.0,24.6,26.66,22.94,93.87,1.25,1.89,0.52,97.41
19960506,17.75,4.4417,-999.0,3.576,-999.0,23.63,25.82,21.72,95.2,1.12,1.76,0.46,97.5
19960507,5.91,3.3274,-999.0,2.892,-999.0,23.63,26.25,21.92,92.56,1.3,1.95,0.52,97.6
19960508,0.25,5.1986,-999.0,3.408,-999.0,23.58,26.92,20.77,88.31,1.09,1.58,0.46,97.56
19960509,0.28,5.3813,-999.0,3.2352,-999.0,24.8,28.25,22.35,88.35,0.9,1.97,0.41,97.56
19960510,0.07,6.2863,-999.0,1.2072,-999.0,24.24,27.92,21.73,87.85,0.94,1.58,0.35,97.58
19960511,0.13,5.3954,-999.0,3.1392,-999.0,23.55,27.35,20.79,83.03,1.15,1.52,0.46,97.56
19960512,0.2,6.12,-999.0,1.38,-999.0,24.31,27.92,21.04,83.71,1.01,1.43,0.5,97.52
19960513,13.63,4.6891,-999.0,2.6064,-999.0,24.35,26.25,23.08,93.17,1.32,1.68,0.6,97.54
19960514,18.98,4.896,-999.0,3.8904,-999.0,24.05,25.79,22.84,95.16,1.27,2.07,0.5,97.55
19960515,0.51,5.095,-999.0,2.4744,-999.0,24.39,27.44,21.88,90.81,1.43,2.22,0.58,97.6
19960516,1.82,4.8425,-999.0,3.4752,-999.0,24.4,26.35,23.53,93.59,1.37,1.8,0.51,97.7
19960517,19.63,4.925,-999.0,3.4104,-999.0,24.0,26.24,22.76,93.26,1.21,2.01,0.53,97.63
19960518,14.56,4.7964,-999.0,3.672,-999.0,23.96,26.73,22.08,91.05,1.33,2.28,0.57,97.46
19960519,3.63,4.9682,-999.0,2.8728,-999.0,23.42,25.74,22.29,93.88,1.33,2.1,0.57,97.54
19960520,8.08,4.4443,-999.0,4.236,-999.0,23.08,24.96,21.71,95.09,1.27,1.92,0.58,97.61
19960521,7.34,3.4253,-999.0,3.2736,-999.0,22.43,23.65,21.42,95.17,1.3,1.99,0.56,97.69
19960522,2.5,4.3524,-999.0,3.4272,-999.0,22.74,24.89,21.19,93.43,1.17,2.25,0.55,97.66
19960523,0.65,4.5612,-999.0,3.6864,-999.0,23.52,26.67,21.17,91.52,1.4,2.02,0.59,97.54
19960524,1.38,4.6349,-999.0,3.6168,-999.0,23.89,26.18,22.31,93.45,1.53,2.07,0.63,97.57
19960525,3.24,4.236,-999.0,3.744,-999.0,24.13,26.93,22.21,93.18,1.49,2.31,0.6,97.61
19960526,1.43,4.7131,-999.0,3.18,-999.0,24.1,25.45,23.21,94.39,1.02,1.83,0.43,97.49
19960527,2.1,4.6704,-999.0,2.6376,-999.0,24.49,26.81,23.01,93.63,1.33,2.1,0.57,97.4
19960528,4.02,4.344,-999.0,3.8088,-999.0,23.79,25.22,22.93,95.8,1.43,2.08,0.55,97.36
19960529,9.21,5.4343,-999.0,2.1384,-999.0,23.42,24.65,22.5,96.87,1.05,2.02,0.46,97.49
19960530,45.03,4.0579,-999.0,3.4488,-999.0,23.64,25.12,22.44,96.44,1.05,1.31,0.45,97.51
19960531,18.59,2.1742,-999.0,1.5792,-999.0,24.13,25.14,23.05,95.58,0.81,1.27,0.38,97.51
19960601,21.02,4.0738,-999.0,3.348,-999.0,23.86,26.77,21.85,93.27,1.67,2.71,0.72,97.46
19960602,11.55,4.488,-999.0,4.0272,-999.0,23.72,26.0,22.13,93.74,1.62,2.38,0.68,97.39
19960603,5.42,4.3822,-999.0,4.1664,-999.0,23.38,25.33,22.41,94.28,1.17,1.74,0.48,97.45
19960604,8.53,3.0382,-999.0,2.8992,-999.0,23.64,26.04,22.52,94.24,1.28,2.03,0.53,97.44
19960605,9.9,4.5917,-999.0,3.0984,-999.0,23.21,25.22,22.36,94.72,1.17,1.98,0.5,97.41
19960606,6.84,3.7488,-999.0,3.6816,-999.0,23.02,24.09,22.23,96.26,1.32,2.23,0.53,97.39
19960607,1.11,3.8172,-999.0,3.7392,-999.0,23.3,25.32,21.95,93.41,1.24,2.28,0.53,97.32
19960608,1.97,3.5902,-999.0,3.5448,-999.0,23.41,25.39,22.39,92.82,1.29,1.95,0.55,97.26
19960609,6.79,4.8398,-999.0,3.2712,-999.0,23.6,25.99,22.16,93.91,1.38,2.14,0.56,97.29
19960610,22.99,3.9024,-999.0,3.7536,-999.0,23.27,24.64,22.54,96.39,0.98,1.24,0.45,97.32
19960611,22.75,2.7166,-999.0,2.2608,-999.0,23.35,24.3,22.68,97.82,1.26,2.12,0.49,97.32
19960612,12.21,4.4354,-999.0,3.912,-999.0,23.45,25.7,22.35,94.97,1.31,1.93,0.53,97.32
19960613,25.65,3.7819,-999.0,4.008,-999.0,23.41,25.2,22.14,96.13,1.23,2.12,0.54,97.39
19960614,42.44,4.6536,-999.0,2.976,-999.0,23.25,24.35,22.62,96.29,0.97,1.79,0.38,97.39
19960615,15.3,3.6288,-999.0,3.6192,-999.0,22.94,24.53,21.72,95.57,1.39,2.22,0.55,97.42
19960616,11.83,4.7292,-999.0,3.9288,-999.0,22.69,24.2,21.53,97.04,1.14,1.5,0.52,97.54
19960617,27.2,3.3684,-999.0,3.3264,-999.0,23.85,26.47,22.14,94.01,1.27,2.24,0.53,97.49
19960618,5.11,3.8338,-999.0,3.924,-999.0,24.26,26.83,22.6,92.27,1.29,2.43,0.55,97.4
19960619,20.22,4.2713,-999.0,3.468,-999.0,24.22,26.64,22.44,93.69,1.59,2.92,0.63,97.45
19960620,8.74,5.0873,-999.0,2.4216,-999.0,24.32,26.91,22.74,94.52,1.39,2.35,0.58,97.5
19960621,3.69,2.9722,-999.0,2.7768,-999.0,23.4,24.01,22.67,96.99,1.52,2.2,0.61,97.55
19960622,0.36,4.6601,-999.0,2.8728,-999.0,23.22,25.07,22.18,92.75,0.91,1.89,0.4,97.55
19960623,22.9,4.3963,-999.0,2.7648,-999.0,22.61,24.01,21.66,93.72,0.88,1.65,0.36,97.58
19960624,6.93,3.7068,-999.0,3.5448,-999.0,23.51,26.29,21.56,90.41,1.03,2.06,0.44,97.59
19960625,4.03,4.4045,-999.0,2.9472,-999.0,23.56,25.65,22.23,94.06,1.03,2.14,0.42,97.68
19960626,2.75,4.6411,-999.0,3.0264,-999.0,23.88,26.15,22.56,93.89,1.13,2.15,0.44,97.72
19960627,4.25,4.6889,-999.0,3.3936,-999.0,24.37,26.89,23.02,92.47,1.36,2.7,0.57,97.72
19960628,1.7,5.1653,-999.0,2.052,-999.0,24.2,26.69,22.84,93.37,1.39,2.22,0.6,97.75
19960629,6.11,4.1141,-999.0,3.804,-999.0,23.83,25.73,22.79,94.29,1.45,2.39,0.59,97.75
19960630,1.28,3.3571,-999.0,3.2856,-999.0,23.4,26.08,21.49,90.58,1.39,2.49,0.59,97.69
19960701,2.21,3.858,-999.0,3.6912,-999.0,22.86,25.45,21.16,91.12,1.28,2.3,0.55,97.68
19960702,52.81,4.4302,-999.0,3.0168,-999.0,23.18,25.74,21.64,94.82,1.48,2.68,0.61,97.63
19960703,29.32,4.4292,-999.0,3.564,-999.0,22.88,24.25,21.79,96.51,1.09,1.37,0.45,97.58
19960704,5.3,4.0418,-999.0,4.1496,-999.0,23.68,26.86,21.84,92.73,1.01,1.84,0.41,97.41
19960705,14.13,3.3156,-999.0,2.6712,-999.0,23.3,24.88,22.24,95.95,1.58,2.55,0.66,97.25
19960706,10.22,4.1232,-999.0,3.2064,-999.0,23.77,26.59,21.98,93.11,1.16,1.98,0.5,97.2
19960707,0.03,5.4874,-999.0,1.7472,-999.0,24.51,27.25,22.81,91.9,1.08,1.65,0.44,97.21
19960708,10.72,4.4177,-999.0,3.6408,-999.0,23.82,24.67,23.05,95.67,1.54,2.63,0.63,97.32
19960709,0.94,3.871,-999.0,3.8568,-999.0,24.54,27.29,23.06,92.4,1.53,2.61,0.65,97.26
19960710,5.56,4.5163,-999.0,3.9624,-999.0,24.68,27.51,22.96,88.73,1.12,2.2,0.51,97.28
19960711,47.41,4.0882,-999.0,4.2072,-999.0,24.09,26.92,22.49,91.83,1.19,2.43,0.51,97.33
19960712,20.5,3.4591,-999.0,3.4968,-999.0,23.32,25.48,21.92,93.84,1.3,2.45,0.55,97.4
19960713,0.91,4.0846,-999.0,4.2,-999.0,22.92,25.53,21.6,92.14,1.42,2.38,0.6,97.53
19960714,0.18,4.0337,-999.0,3.5328,-999.0,22.82,26.0,21.33,89.92,1.28,2.27,0.59,97.49
19960715,0.21,3.8191,-999.0,3.684,-999.0,22.88,25.8,21.25,91.73,1.32,2.4,0.53,97.47
19960716,22.56,3.876,-999.0,3.7704,-999.0,22.8,25.77,21.17,90.82,1.3,2.41,0.49,97.48
19960717,34.52,2.7862,-999.0,2.46,-999.0,22.22,23.94,21.01,95.22,1.08,1.86,0.5,97.56
19960718,16.7,4.1155,-999.0,3.6912,-999.0,22.0,24.07,20.86,95.5,1.25,1.72,0.53,97.56
19960719,4.53,2.7089,-999.0,2.3136,-999.0,21.58,22.97,20.86,95.67,0.97,1.35,0.43,97.52
19960720,2.55,3.2954,-999.0,3.2856,-999.0,22.42,24.39,20.53,94.06,1.0,1.63,0.38,97.49
19960721,15.14,2.6551,-999.0,2.3856,-999.0,22.79,25.45,21.33,93.99,1.31,2.55,0.55,97.48
19960722,55.33,2.6966,-999.0,2.3328,-999.0,22.19,24.65,20.84,94.76,1.38,2.45,0.58,97.55
19960723,24.01,3.9437,-999.0,3.6792,-999.0,23.08,25.53,20.98,91.16,1.12,1.97,0.47,97.5
19960724,23.81,4.5694,-999.0,3.2352,-999.0,22.99,25.49,21.55,94.1,1.43,2.41,0.6,97.5
19960725,9.27,4.5689,-999.0,3.0336,-999.0,23.41,26.37,21.82,93.2,1.34,2.45,0.53,97.5
19960726,3.32,3.0566,-999.0,2.9376,-999.0,22.85,25.11,21.66,93.67,1.51,2.79,0.63,97.63
19960727,0.58,3.7824,-999.0,4.1016,-999.0,22.62,26.48,20.06,88.63,1.32,2.32,0.56,97.62
19960728,0.25,4.9032,-999.0,4.0704,-999.0,22.51,25.82,20.6,91.03,1.49,2.76,0.6,97.56
19960729,0.01,3.6917,-999.0,3.804,-999.0,22.71,25.87,20.82,90.37,1.55,2.81,0.68,97.49
19960730,6.78,2.7098,-999.0,2.5416,-999.0,22.25,24.44,20.86,92.93,1.55,2.66,0.64,97.62
19960731,1.69,3.4519,-999.0,3.5952,-999.0,22.37,25.09,20.68,92.96,1.34,2.39,0.6,97.66
19960801,0.17,3.7702,-999.0,3.9888,-999.0,22.7,25.29,21.05,92.21,1.39,2.79,0.53,97.68
19960802,0.01,4.7388,-999.0,3.8016,-999.0,23.34,26.06,21.48,90.6,1.31,2.67,0.52,97.63
19960803,0.03,3.6307,-999.0,3.4416,-999.0,23.7,26.49,21.83,91.8,1.07,1.51,0.44,97.63
19960804,9.2,3.4562,-999.0,3.3408,-999.0,23.47,25.61,21.71,93.84,1.1,1.93,0.43,97.64
19960805,7.74,3.6931,-999.0,3.8952,-999.0,23.94,27.09,21.94,91.18,1.31,2.63,0.53,97.62
19960806,1.14,4.0109,-999.0,3.6,-999.0,23.57,26.75,21.85,91.48,1.26,2.59,0.49,97.66
19960807,1.67,4.1683,-999.0,4.1064,-999.0,22.26,24.17,20.54,93.48,1.22,2.74,0.48,97.78
19960808,0.67,4.782,-999.0,3.072,-999.0,23.57,28.33,20.08,84.59,1.25,1.81,0.49,97.53
19960809,13.25,3.8189,-999.0,3.5856,-999.0,22.8,24.53,21.33,95.24,0.93,1.44,0.37,97.52
19960810,84.08,4.6375,-999.0,4.1952,-999.0,24.13,27.16,22.27,90.19,1.48,2.32,0.62,97.49
19960811,39.78,3.799,-999.0,3.6792,-999.0,22.96,23.89,22.09,97.2,1.5,2.26,0.59,97.6
19960812,2.93,3.7351,-999.0,3.8784,-999.0,23.11,25.39,21.81,93.05,1.07,1.57,0.48,97.56
19960813,33.19,2.7895,-999.0,2.5368,-999.0,22.87,24.51,21.47,95.15,0.88,1.36,0.38,97.55
19960814,13.3,5.7122,-999.0,3.336,-999.0,23.65,26.68,21.89,93.06,1.36,2.41,0.57,97.55
19960815,0.13,6.1879,-999.0,2.1936,-999.0,24.38,27.6,22.27,91.1,1.28,2.53,0.51,97.47
19960816,20.55,4.6361,-999.0,3.9864,-999.0,24.27,26.84,22.99,93.54,1.66,2.47,0.65,97.47
19960817,24.53,4.7009,-999.0,4.4736,-999.0,23.7,25.61,22.44,95.23,1.09,1.73,0.44,97.35
19960818,7.74,3.8412,-999.0,3.6696,-999.0,23.1,24.74,21.99,95.43,1.24,2.2,0.48,97.38
