# NASA POWER daily point,lat=-4.53006,lon=136.89348,grid_elev_m=303.99,period=19960101-20260131
DATE,PRECTOTCORR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,T2M,T2M_MAX,T2M_MIN,RH2M,WS10M,WS10M_MAX,WS2M,PS
19990611,28.48,3.7973,-999.0,3.8328,-999.0,22.74,24.09,22.08,96.28,1.17,1.67,0.46,97.55
19990612,5.35,4.6543,-999.0,3.9408,-999.0,22.84,23.94,21.88,96.91,1.23,2.03,0.5,97.61
19990613,1.97,4.9126,-999.0,3.9408,-999.0,23.51,26.53,21.46,93.59,1.21,1.82,0.56,97.57
19990614,5.67,4.3049,-999.0,2.8128,-999.0,23.47,24.61,22.5,96.75,1.25,1.96,0.5,97.49
19990615,26.08,3.8114,-999.0,3.0576,-999.0,23.56,25.09,22.51,96.68,1.13,1.91,0.48,97.41
19990616,35.28,3.8023,-999.0,3.5424,-999.0,23.34,24.84,22.28,97.22,1.3,2.41,0.48,97.46
19990617,7.45,4.2778,-999.0,3.6096,-999.0,23.4,24.62,22.51,97.07,1.38,2.59,0.51,97.54
19990618,18.5,5.1204,-999.0,3.5568,-999.0,23.2,24.34,22.31,97.29,1.08,1.45,0.46,97.54
19990619,27.15,3.9137,-999.0,3.2184,-999.0,23.65,24.92,22.72,97.09,1.09,1.55,0.52,97.46
19990620,18.84,4.0934,-999.0,3.6192,-999.0,22.82,23.97,21.63,96.31,0.95,1.39,0.38,97.47
19990621,26.06,5.2769,-999.0,2.1,-999.0,23.01,25.0,21.68,93.95,0.96,1.34,0.36,97.51
19990622,18.06,3.9516,-999.0,3.6888,-999.0,23.06,24.36,22.4,96.65,1.32,2.1,0.49,97.45
19990623,9.45,3.0343,-999.0,3.0528,-999.0,22.59,23.47,21.14,97.26,1.01,2.36,0.39,97.56
19990624,3.95,4.7306,-999.0,3.9816,-999.0,22.87,25.71,20.49,92.73,1.17,1.97,0.43,97.49
19990625,24.28,3.7531,-999.0,3.5592,-999.0,22.92,23.67,22.33,96.73,0.9,1.44,0.35,97.38
19990626,24.89,3.7114,-999.0,3.1848,-999.0,22.88,23.82,22.1,96.56,0.79,1.13,0.37,97.44
19990627,9.45,3.6192,-999.0,3.5232,-999.0,22.69,24.0,21.78,96.15,1.13,2.11,0.44,97.48
19990628,32.63,4.5746,-999.0,2.8224,-999.0,22.83,24.05,21.76,96.98,1.02,1.57,0.39,97.39
19990629,58.55,4.2024,-999.0,3.6768,-999.0,23.54,25.5,22.45,95.68,1.04,2.18,0.44,97.37
19990630,44.57,3.6912,-999.0,3.5112,-999.0,23.82,26.1,22.65,94.19,1.23,2.27,0.57,97.36
19990701,7.48,2.976,-999.0,2.832,-999.0,23.41,24.76,22.69,95.05,0.98,1.8,0.49,97.39
19990702,12.54,4.4606,-999.0,3.1968,-999.0,23.77,25.75,22.4,94.77,1.26,1.95,0.57,97.34
19990703,30.29,2.9594,-999.0,2.6736,-999.0,23.45,24.93,22.74,96.39,1.52,2.16,0.63,97.45
19990704,12.37,3.6898,-999.0,3.4152,-999.0,23.51,25.12,22.67,95.61,1.31,2.12,0.57,97.48
19990705,1.92,4.4386,-999.0,3.5856,-999.0,23.15,24.32,22.51,95.55,1.63,2.54,0.64,97.43
19990706,4.43,3.7913,-999.0,4.0368,-999.0,22.8,23.95,21.78,96.06,1.02,1.76,0.42,97.41
19990707,7.78,2.9206,-999.0,2.6592,-999.0,23.07,24.77,21.79,94.81,1.32,2.48,0.54,97.47
19990708,12.17,4.5187,-999.0,3.8688,-999.0,23.22,25.03,22.44,95.89,1.42,1.86,0.6,97.43
19990709,7.38,3.0946,-999.0,2.7312,-999.0,23.29,24.57,22.41,95.98,1.28,2.05,0.5,97.4
19990710,24.28,4.1338,-999.0,3.9744,-999.0,23.04,24.23,22.12,94.93,1.17,1.71,0.5,97.47
19990711,7.93,3.1116,-999.0,3.1032,-999.0,22.54,23.97,21.77,95.2,1.19,1.8,0.54,97.49
19990712,5.68,4.0538,-999.0,4.0368,-999.0,22.54,24.79,21.61,94.2,1.17,1.75,0.48,97.5
19990713,5.43,4.0498,-999.0,3.8304,-999.0,22.6,24.7,21.35,94.56,1.09,1.9,0.52,97.44
19990714,14.55,3.931,-999.0,4.0032,-999.0,22.21,23.61,21.27,96.27,1.41,2.09,0.61,97.47
19990715,19.58,3.7685,-999.0,3.8736,-999.0,22.61,24.34,21.16,94.99,0.77,1.3,0.36,97.49
19990716,19.15,5.1478,-999.0,3.8952,-999.0,23.62,26.67,21.74,92.9,1.21,2.44,0.49,97.46
19990717,16.93,3.8525,-999.0,3.4176,-999.0,23.34,25.63,21.86,93.85,1.48,2.54,0.59,97.47
19990718,3.0,4.4906,-999.0,4.0488,-999.0,22.75,25.26,21.51,94.3,1.32,1.87,0.54,97.57
19990719,5.39,4.0963,-999.0,4.3032,-999.0,22.92,25.5,21.51,92.37,1.34,2.47,0.61,97.52
19990720,6.61,3.6185,-999.0,3.7296,-999.0,22.59,25.29,21.13,94.11,1.38,2.13,0.61,97.5
19990721,11.94,2.2896,-999.0,2.004,-999.0,21.9,23.06,21.01,96.24,1.29,1.87,0.52,97.54
19990722,3.88,4.0346,-999.0,3.6264,-999.0,22.09,23.72,20.9,95.19,1.2,2.1,0.5,97.51
19990723,9.45,3.1553,-999.0,2.9712,-999.0,22.35,23.96,21.44,95.55,1.39,2.56,0.55,97.49
19990724,4.78,3.9103,-999.0,3.66,-999.0,22.64,24.78,21.48,95.4,1.57,2.81,0.63,97.47
19990725,4.87,3.5546,-999.0,3.6096,-999.0,22.23,23.43,21.25,96.04,1.14,1.89,0.47,97.59
19990726,5.58,4.1342,-999.0,4.5312,-999.0,21.85,23.55,20.92,95.38,1.09,2.0,0.47,97.64
19990727,1.02,4.2281,-999.0,4.4832,-999.0,21.86,24.71,19.99,92.08,1.07,2.27,0.46,97.5
19990728,0.07,5.287,-999.0,3.7656,-999.0,22.22,25.89,19.02,89.25,1.07,1.96,0.37,97.42
19990729,13.81,5.3059,-999.0,4.1808,-999.0,21.89,24.3,20.58,92.59,1.4,2.5,0.57,97.44
19990730,19.88,3.8198,-999.0,4.0872,-999.0,22.19,24.73,20.79,93.53,1.45,2.29,0.59,97.49
19990731,16.31,4.53,-999.0,3.324,-999.0,22.57,24.54,21.08,95.74,1.34,2.29,0.51,97.52
19990801,17.63,4.5682,-999.0,3.9432,-999.0,22.66,24.37,21.51,95.54,1.18,1.87,0.46,97.51
19990802,24.41,3.8244,-999.0,3.8112,-999.0,22.85,25.34,21.63,94.42,1.13,2.22,0.46,97.47
19990803,11.82,5.0618,-999.0,4.788,-999.0,22.57,24.34,21.6,94.4,1.18,1.75,0.5,97.43
19990804,14.16,3.8186,-999.0,4.0152,-999.0,23.61,26.39,21.48,91.93,1.03,2.22,0.47,97.44
19990805,7.74,5.7737,-999.0,4.5096,-999.0,24.04,27.64,21.93,91.0,1.05,2.29,0.38,97.51
19990806,10.94,3.0984,-999.0,3.0096,-999.0,22.83,24.58,21.82,95.03,1.27,2.23,0.45,97.66
19990807,3.36,4.1479,-999.0,4.608,-999.0,22.89,25.18,21.63,93.45,1.31,2.03,0.54,97.63
19990808,0.89,4.3176,-999.0,4.7136,-999.0,22.39,24.3,21.2,92.93,1.15,1.94,0.52,97.61
19990809,6.8,5.1929,-999.0,4.2168,-999.0,21.7,23.62,20.64,94.67,0.93,1.9,0.38,97.62
19990810,58.07,4.489,-999.0,3.8088,-999.0,21.96,23.25,20.9,96.51,1.17,1.59,0.5,97.66
19990811,67.31,2.5351,-999.0,2.136,-999.0,22.51,24.75,21.08,94.54,1.76,2.81,0.73,97.63
19990812,24.69,4.6445,-999.0,4.7184,-999.0,21.47,22.33,20.57,97.04,1.03,1.51,0.4,97.69
19990813,28.83,4.3685,-999.0,4.6944,-999.0,21.82,24.63,20.74,94.06,1.35,2.35,0.63,97.62
19990814,26.64,2.8229,-999.0,2.472,-999.0,21.57,24.21,20.37,92.67,1.44,2.68,0.62,97.7
19990815,17.61,2.5219,-999.0,2.124,-999.0,21.1,23.61,19.93,92.95,1.4,2.43,0.6,97.72
19990816,3.43,4.0003,-999.0,4.332,-999.0,21.37,24.6,19.43,92.29,1.53,2.7,0.65,97.57
19990817,4.08,3.72,-999.0,3.7944,-999.0,21.45,23.71,20.4,93.27,1.39,2.57,0.61,97.63
19990818,2.88,3.8095,-999.0,3.9672,-999.0,21.83,23.64,20.52,94.81,1.28,2.29,0.52,97.71
19990819,3.07,3.138,-999.0,3.0648,-999.0,21.81,23.94,20.57,94.44,1.3,2.11,0.54,97.75
19990820,5.5,3.9002,-999.0,4.212,-999.0,22.23,24.81,20.67,93.01,1.14,2.11,0.51,97.62
19990821,45.84,4.0764,-999.0,4.1688,-999.0,22.37,25.0,20.85,95.17,1.36,2.49,0.56,97.52
19990822,37.57,3.7375,-999.0,3.6192,-999.0,22.72,25.12,21.33,93.68,0.86,1.69,0.35,97.59
19990823,4.33,4.795,-999.0,3.7536,-999.0,23.05,26.42,20.98,90.29,0.86,1.55,0.34,97.69
19990824,15.37,4.7191,-999.0,4.6704,-999.0,22.88,25.51,21.67,93.6,1.24,2.31,0.59,97.64
19990825,42.81,3.7394,-999.0,3.8976,-999.0,22.5,24.66,21.29,94.58,1.04,2.17,0.43,97.5
19990826,57.99,3.4471,-999.0,3.4968,-999.0,22.18,23.75,21.38,96.1,1.05,1.45,0.42,97.64
19990827,2.22,4.2343,-999.0,3.8928,-999.0,22.42,24.03,21.39,94.07,1.0,1.91,0.44,97.72
19990828,27.24,4.1417,-999.0,3.732,-999.0,22.78,25.1,21.1,93.29,1.54,2.46,0.64,97.65
19990829,14.54,5.215,-999.0,3.3408,-999.0,22.36,24.69,20.81,92.99,1.41,2.06,0.6,97.6
19990830,12.19,3.2875,-999.0,3.1464,-999.0,21.11,22.07,20.35,96.41,1.26,1.8,0.54,97.6
19990831,10.68,4.5014,-999.0,4.5432,-999.0,21.44,23.24,20.11,95.19,1.33,1.98,0.57,97.62
19990901,5.93,4.0733,-999.0,3.144,-999.0,21.65,23.92,20.45,93.84,1.13,1.94,0.49,97.67
19990902,3.35,3.973,-999.0,4.0224,-999.0,22.36,25.24,20.4,91.44,1.11,2.12,0.43,97.53
19990903,8.26,3.5395,-999.0,3.312,-999.0,22.25,25.28,20.38,93.89,1.3,2.4,0.55,97.58
19990904,30.64,3.8928,-999.0,3.684,-999.0,22.43,24.58,21.19,94.66,1.28,1.73,0.57,97.6
19990905,10.12,4.349,-999.0,4.4544,-999.0,23.3,26.13,21.63,91.39,1.07,2.05,0.42,97.55
19990906,5.84,5.2968,-999.0,4.1448,-999.0,23.07,25.26,21.73,93.16,1.35,2.12,0.57,97.52
19990907,3.41,3.9948,-999.0,3.7176,-999.0,22.37,24.62,21.06,92.84,1.49,2.35,0.64,97.65
19990908,1.41,3.2664,-999.0,2.9424,-999.0,22.2,24.69,20.45,91.33,1.33,2.44,0.54,97.61
19990909,6.76,4.0462,-999.0,3.7248,-999.0,22.73,25.86,20.62,91.29,1.28,2.42,0.49,97.59
19990910,11.49,4.0476,-999.0,2.7192,-999.0,22.85,25.04,21.81,95.17,1.55,2.5,0.61,97.54
19990911,2.13,5.0393,-999.0,4.3248,-999.0,23.17,26.19,21.54,93.28,1.53,2.4,0.63,97.44
19990912,33.45,3.9278,-999.0,3.5496,-999.0,23.57,26.69,21.42,92.11,1.31,2.53,0.51,97.4
19990913,24.66,4.7657,-999.0,4.2,-999.0,23.7,26.97,21.74,92.25,1.42,2.75,0.55,97.49
19990914,7.75,3.1733,-999.0,2.1144,-999.0,22.91,24.57,21.8,94.86,0.96,1.46,0.34,97.49
19990915,1.67,4.0438,-999.0,4.0944,-999.0,22.83,24.9,21.51,93.9,0.75,1.11,0.33,97.45
19990916,1.3,4.8317,-999.0,4.0392,-999.0,23.85,27.51,20.36,88.39,1.44,2.55,0.5,97.45
19990917,3.04,4.0219,-999.0,3.336,-999.0,23.94,27.0,21.94,91.94,1.45,2.63,0.55,97.51
19990918,1.18,5.9753,-999.0,2.4792,-999.0,23.19,26.31,20.87,92.02,1.29,2.1,0.49,97.6
19990919,0.16,5.8236,-999.0,4.152,-999.0,23.87,26.97,21.54,92.06,1.57,2.6,0.61,97.54
19990920,26.55,1.6658,-999.0,1.2768,-999.0,23.14,24.2,22.21,94.78,0.78,1.36,0.29,97.61
19990921,9.19,4.872,-999.0,4.5432,-999.0,22.66,24.31,21.63,93.74,1.2,1.9,0.47,97.69
19990922,0.47,5.4211,-999.0,4.0248,-999.0,23.63,26.51,21.61,89.49,1.25,2.53,0.5,97.68
19990923,8.73,4.7282,-999.0,4.308,-999.0,23.48,25.33,22.14,93.41,1.02,1.9,0.45,97.68
19990924,29.44,4.9798,-999.0,4.1712,-999.0,23.45,26.46,21.72,93.65,1.48,2.63,0.58,97.66
19990925,33.45,4.0282,-999.0,3.7368,-999.0,23.48,25.93,22.09,93.78,1.6,2.39,0.66,97.57
19990926,27.14,4.9944,-999.0,3.4416,-999.0,23.47,26.35,21.96,93.41,1.7,2.68,0.71,97.47
19990927,40.23,3.3545,-999.0,2.844,-999.0,22.68,24.34,21.35,94.04,1.03,1.74,0.45,97.47
19990928,26.02,4.3812,-999.0,3.9096,-999.0,23.8,27.25,21.9,92.24,1.4,2.68,0.55,97.37
19990929,11.76,3.3718,-999.0,2.8752,-999.0,24.07,27.82,22.04,91.23,1.26,2.57,0.53,97.35
19990930,5.53,4.1482,-999.0,3.9312,-999.0,23.15,25.35,21.81,94.14,1.28,2.6,0.53,97.43
19991001,4.03,5.1617,-999.0,4.3176,-999.0,23.45,25.6,21.62,94.24,1.08,1.68,0.43,97.45
19991002,66.63,5.4094,-999.0,4.5096,-999.0,24.04,25.88,22.77,95.24,1.57,2.24,0.62,97.37
19991003,22.93,5.4511,-999.0,4.3728,-999.0,23.73,24.9,22.42,96.35,1.49,2.24,0.63,97.43
19991004,8.96,5.2286,-999.0,4.7328,-999.0,24.0,27.54,21.21,89.2,1.02,1.38,0.37,97.46
19991005,5.84,3.7978,-999.0,3.312,-999.0,24.12,25.71,23.14,95.42,1.32,1.99,0.49,97.48
19991006,0.8,5.053,-999.0,4.3296,-999.0,23.92,25.6,22.58,93.87,1.15,2.28,0.51,97.5
19991007,4.24,5.9628,-999.0,3.78,-999.0,23.83,25.46,22.41,94.39,1.15,1.84,0.44,97.42
19991008,1.65,4.8242,-999.0,4.2816,-999.0,23.6,24.97,22.41,96.43,1.24,2.34,0.48,97.41
19991009,11.6,5.7497,-999.0,4.0344,-999.0,24.54,27.44,22.38,90.95,1.23,1.98,0.45,97.34
19991010,3.79,3.4927,-999.0,3.024,-999.0,23.97,25.87,22.39,95.02,1.2,2.17,0.48,97.47
19991011,0.45,5.8817,-999.0,3.7608,-999.0,24.29,27.66,21.62,89.86,1.25,2.08,0.49,97.41
19991012,0.49,6.1524,-999.0,2.5968,-999.0,24.54,27.6,22.56,89.72,1.33,2.34,0.52,97.43
19991013,0.98,5.4792,-999.0,3.768,-999.0,23.77,25.44,22.47,92.42,0.83,1.21,0.37,97.46
19991014,0.69,6.0979,-999.0,3.0216,-999.0,24.71,28.52,21.99,89.32,1.39,2.33,0.55,97.36
19991015,8.19,4.8415,-999.0,3.8592,-999.0,23.76,25.65,22.58,94.7,1.22,1.83,0.51,97.38
19991016,4.93,4.1014,-999.0,3.36,-999.0,24.15,27.11,22.73,92.74,1.23,2.12,0.48,97.38
19991017,1.81,4.8065,-999.0,3.5376,-999.0,23.71,25.54,22.32,93.48,1.24,1.86,0.46,97.39
19991018,3.06,6.0862,-999.0,3.696,-999.0,23.94,26.21,22.39,93.11,1.16,1.74,0.44,97.43
19991019,0.93,5.5874,-999.0,3.6288,-999.0,23.84,26.01,22.53,94.26,1.16,1.73,0.49,97.38
19991020,47.57,4.7026,-999.0,3.5568,-999.0,23.69,25.54,22.4,94.5,1.32,2.67,0.51,97.33
19991021,36.53,4.8403,-999.0,3.8232,-999.0,23.8,26.13,22.07,93.99,1.22,2.62,0.51,97.4
19991022,21.86,5.7355,-999.0,3.78,-999.0,24.41,27.26,22.38,90.63,1.45,2.72,0.58,97.4
19991023,5.2,3.4246,-999.0,2.8872,-999.0,23.88,25.18,23.04,96.12,1.36,2.4,0.56,97.45
19991024,12.05,5.9808,-999.0,3.8616,-999.0,24.62,27.56,22.19,91.86,1.38,2.36,0.58,97.39
19991025,2.9,5.7473,-999.0,4.5408,-999.0,24.61,26.93,22.99,92.4,1.29,2.23,0.51,97.34
19991026,17.64,4.0867,-999.0,3.4008,-999.0,24.29,26.41,22.96,93.58,1.0,1.59,0.4,97.36
19991027,3.44,4.4078,-999.0,3.12,-999.0,23.83,26.2,22.49,93.31,1.11,1.79,0.45,97.36
19991028,14.38,2.9237,-999.0,2.4192,-999.0,24.19,27.26,22.12,92.66,1.31,2.22,0.54,97.38
19991029,9.41,6.1085,-999.0,1.8,-999.0,23.92,26.26,22.72,92.55,0.97,1.38,0.37,97.32
19991030,13.31,5.7108,-999.0,3.1824,-999.0,24.35,26.92,22.8,91.92,1.47,2.54,0.6,97.33
19991031,6.53,4.8108,-999.0,2.8896,-999.0,24.38,26.27,23.15,94.38,0.95,1.24,0.46,97.32
19991101,5.4,4.5535,-999.0,4.1304,-999.0,24.35,27.11,22.49,93.32,1.06,1.77,0.39,97.25
19991102,24.65,5.2289,-999.0,2.7432,-999.0,24.67,27.76,23.25,94.07,1.3,2.34,0.52,97.2
19991103,38.9,4.842,-999.0,3.924,-999.0,24.07,25.38,23.08,96.72,1.4,2.38,0.58,97.13
19991104,20.1,5.8742,-999.0,3.7296,-999.0,24.33,26.04,23.07,95.87,0.9,1.54,0.37,97.06
19991105,5.5,4.4273,-999.0,3.9888,-999.0,24.06,25.03,23.13,95.85,1.21,2.36,0.5,97.18
19991106,3.46,4.5691,-999.0,4.4016,-999.0,23.85,25.51,22.89,96.16,1.42,1.98,0.56,97.32
19991107,1.76,5.3923,-999.0,4.5408,-999.0,23.82,25.59,22.29,92.77,1.39,1.96,0.57,97.26
19991108,10.36,5.8745,-999.0,4.3824,-999.0,23.89,25.89,22.59,92.47,1.23,2.15,0.5,97.3
19991109,9.68,5.5222,-999.0,3.528,-999.0,24.22,28.0,21.9,91.68,1.22,2.08,0.51,97.34
19991110,2.25,4.8797,-999.0,3.6696,-999.0,24.67,26.98,22.65,91.47,1.26,1.89,0.5,97.43
19991111,8.79,5.6491,-999.0,3.2904,-999.0,24.46,26.6,23.19,92.89,1.39,1.76,0.52,97.47
19991112,4.54,5.8709,-999.0,2.9976,-999.0,24.6,27.3,22.97,91.79,1.23,2.0,0.54,97.38
19991113,3.51,5.0201,-999.0,3.3936,-999.0,23.97,25.44,22.79,95.41,1.3,1.96,0.5,97.34
19991114,2.2,3.8285,-999.0,3.288,-999.0,23.65,25.22,22.57,94.56,1.29,2.24,0.6,97.47
19991115,0.86,6.3312,-999.0,2.0208,-999.0,23.81,26.39,22.13,91.56,1.25,2.19,0.45,97.53
19991116,1.35,4.6774,-999.0,2.9064,-999.0,23.21,26.44,20.78,86.39,1.16,2.07,0.4,97.58
19991117,0.03,6.4505,-999.0,2.7936,-999.0,24.28,27.84,21.05,89.03,1.34,2.06,0.51,97.48
19991118,1.86,5.3719,-999.0,5.1456,-999.0,24.4,27.48,22.13,90.44,1.57,2.48,0.63,97.44
19991119,2.0,5.2987,-999.0,4.7832,-999.0,24.16,26.26,22.47,92.23,1.07,1.65,0.47,97.37
19991120,1.78,5.0837,-999.0,4.0872,-999.0,24.13,26.19,22.85,91.76,1.4,1.81,0.55,97.32
19991121,22.87,5.215,-999.0,3.18,-999.0,23.72,26.24,21.94,93.32,1.17,1.82,0.45,97.32
19991122,35.43,5.8937,-999.0,2.3304,-999.0,24.19,27.44,22.56,90.82,1.14,1.4,0.44,97.35
19991123,9.9,5.405,-999.0,3.5496,-999.0,24.2,26.82,22.38,92.5,1.24,2.21,0.55,97.26
19991124,7.01,5.0993,-999.0,4.2792,-999.0,24.37,25.96,23.16,94.52,1.41,2.38,0.56,97.2
19991125,18.89,5.892,-999.0,3.0744,-999.0,24.2,25.57,23.15,95.93,1.53,2.35,0.6,97.18
19991126,10.43,5.0131,-999.0,2.9952,-999.0,23.88,25.87,22.69,94.86,1.21,1.76,0.45,97.24
19991127,11.74,5.4562,-999.0,5.1192,-999.0,24.05,26.81,21.74,91.29,1.46,3.26,0.63,97.2
19991128,2.75,5.429,-999.0,3.7104,-999.0,24.55,27.45,22.03,91.83,1.58,2.62,0.62,97.04
19991129,8.1,5.7274,-999.0,3.9,-999.0,23.98,25.57,22.26,95.32,1.47,2.78,0.59,97.08
19991130,12.32,6.0617,-999.0,3.4704,-999.0,24.63,28.2,22.01,88.75,1.29,2.7,0.54,97.21
19991201,3.28,5.1283,-999.0,4.1856,-999.0,25.02,28.4,22.58,85.22,0.99,1.9,0.44,97.29
19991202,0.31,5.6347,-999.0,3.7416,-999.0,24.69,28.17,21.86,86.91,1.44,2.64,0.59,97.35
19991203,11.2,5.8594,-999.0,3.48,-999.0,24.99,28.43,22.72,89.44,1.3,2.37,0.54,97.29
19991204,28.2,5.3251,-999.0,3.7296,-999.0,24.88,27.28,23.08,93.45,1.38,2.3,0.52,97.24
19991205,6.56,5.3909,-999.0,2.6736,-999.0,24.55,26.62,22.96,94.79,1.38,2.33,0.53,97.15
19991206,30.71,4.8067,-999.0,3.036,-999.0,24.76,27.02,23.44,93.4,1.26,1.94,0.45,97.17
19991207,88.76,5.513,-999.0,2.7312,-999.0,24.46,25.4,23.39,96.96,1.49,2.08,0.63,97.23
19991208,32.05,5.8531,-999.0,3.0456,-999.0,24.17,26.18,22.67,91.48,1.08,2.01,0.46,97.19
19991209,8.13,5.1166,-999.0,4.9632,-999.0,24.13,27.38,21.93,92.03,1.04,1.91,0.43,97.18
19991210,2.16,4.6538,-999.0,3.4992,-999.0,24.18,25.79,22.87,93.59,1.13,2.23,0.46,97.14
19991211,0.54,5.9755,-999.0,2.2824,-999.0,24.32,25.94,23.22,94.39,1.3,1.8,0.46,97.21
19991212,0.42,5.2375,-999.0,3.4152,-999.0,24.65,26.88,23.3,92.38,1.33,2.0,0.49,97.18
19991213,1.14,4.4359,-999.0,4.2504,-999.0,23.91,25.32,22.89,93.73,0.95,1.56,0.4,97.13
19991214,7.31,5.4653,-999.0,4.332,-999.0,24.71,27.26,23.0,90.35,1.23,2.32,0.51,97.14
19991215,2.44,4.9625,-999.0,4.2672,-999.0,24.53,26.91,22.71,93.86,1.15,2.21,0.48,97.19
19991216,36.63,4.2264,-999.0,3.684,-999.0,24.28,26.05,22.89,95.71,1.28,1.95,0.5,97.24
19991217,17.82,4.0644,-999.0,3.4584,-999.0,24.2,27.09,22.41,92.84,1.44,2.43,0.56,97.24
19991218,10.5,5.2819,-999.0,4.6128,-999.0,24.64,26.95,22.84,92.51,1.07,1.73,0.44,97.13
19991219,12.54,4.0649,-999.0,3.0456,-999.0,24.48,25.78,23.45,95.88,1.26,1.72,0.5,97.21
19991220,7.58,5.0179,-999.0,2.6232,-999.0,24.35,27.14,22.49,90.36,1.02,1.72,0.43,97.25
19991221,6.77,5.0438,-999.0,4.5792,-999.0,23.64,25.38,22.51,93.92,1.03,1.58,0.47,97.32
19991222,8.49,5.7312,-999.0,2.6256,-999.0,23.67,25.67,21.65,91.84,1.05,1.7,0.48,97.35
19991223,2.83,5.6794,-999.0,2.724,-999.0,24.41,26.06,23.06,91.67,0.9,1.53,0.41,97.31
19991224,0.82,5.5308,-999.0,4.5192,-999.0,25.25,28.25,23.32,88.9,1.15,2.34,0.5,97.27
19991225,17.7,5.2382,-999.0,2.6592,-999.0,25.31,28.21,23.41,88.73,1.21,2.35,0.51,97.25
19991226,49.17,5.8195,-999.0,3.876,-999.0,24.67,26.5,23.21,94.1,1.23,2.22,0.51,97.3
19991227,8.38,5.3868,-999.0,4.5432,-999.0,24.87,28.34,22.7,89.65,1.42,2.39,0.59,97.37
19991228,16.08,5.3251,-999.0,2.3664,-999.0,23.78,24.69,22.78,96.32,1.47,2.03,0.58,97.41
19991229,40.13,5.3359,-999.0,2.8536,-999.0,23.84,25.23,23.02,95.91,1.47,2.12,0.57,97.22
19991230,2.39,5.8058,-999.0,4.116,-999.0,24.5,28.09,22.03,90.56,1.45,2.62,0.55,97.17
19991231,46.54,5.6254,-999.0,4.3032,-999.0,24.18,27.12,22.2,91.64,1.2,2.11,0.45,97.19
20000101,48.77,5.6842,-999.0,2.1552,-999.0,24.32,26.69,22.37,91.88,1.12,1.68,0.45,97.16
20000102,15.74,5.2099,-999.0,2.8344,-999.0,24.57,26.29,23.49,94.73,1.02,1.65,0.38,97.14
20000103,25.16,3.9581,-999.0,3.1368,-999.0,24.57,26.44,23.23,94.73,1.09,1.8,0.43,97.19
20000104,5.63,6.0727,-999.0,2.2296,-999.0,24.36,26.51,22.94,93.39,1.13,2.08,0.47,97.21
20000105,0.33,5.094,-999.0,3.324,-999.0,23.92,26.47,21.82,91.55,1.0,1.53,0.36,97.25
20000106,0.03,5.5418,-999.0,4.104,-999.0,24.63,27.13,22.72,88.57,1.17,2.02,0.43,97.19
20000107,8.54,5.7091,-999.0,4.644,-999.0,23.96,25.36,22.48,93.22,0.95,1.31,0.41,97.16
20000108,4.6,6.3266,-999.0,2.8848,-999.0,24.9,27.87,23.08,91.46,1.44,2.68,0.56,97.17
20000109,11.87,2.5044,-999.0,1.5072,-999.0,24.23,26.74,22.31,91.89,1.1,1.66,0.44,97.21
20000110,3.58,5.6172,-999.0,3.648,-999.0,24.37,26.63,23.11,94.44,1.23,2.06,0.52,97.13
20000111,44.17,5.6076,-999.0,5.232,-999.0,23.65,24.81,22.85,95.42,1.13,1.36,0.49,97.15
20000112,6.27,5.6302,-999.0,4.1952,-999.0,24.0,26.09,22.78,93.17,1.29,2.16,0.54,97.22
20000113,6.25,5.5102,-999.0,2.8872,-999.0,23.72,25.6,21.68,92.45,0.99,1.28,0.4,97.16
20000114,14.84,4.0649,-999.0,3.7128,-999.0,24.15,26.69,22.0,91.72,1.34,2.0,0.53,97.14
20000115,8.33,5.7802,-999.0,2.856,-999.0,24.46,26.51,22.61,92.64,1.11,1.76,0.46,97.17
20000116,48.4,4.9123,-999.0,4.0752,-999.0,23.94,25.62,22.42,94.22,1.49,2.33,0.63,97.29
20000117,4.03,5.976,-999.0,2.9112,-999.0,24.2,27.8,21.43,87.71,1.33,2.24,0.52,97.25
20000118,21.8,5.765,-999.0,4.4424,-999.0,23.88,26.5,22.06,89.21,1.1,1.64,0.4,97.27
20000119,20.71,3.5995,-999.0,3.0768,-999.0,24.09,25.42,23.12,96.81,1.48,2.25,0.58,97.29
20000120,7.76,5.5783,-999.0,3.9072,-999.0,23.87,25.58,22.58,93.46,1.61,1.99,0.66,97.47
20000121,5.19,5.8351,-999.0,3.8688,-999.0,23.49,25.55,22.11,92.75,1.19,1.85,0.49,97.5
20000122,1.83,6.3547,-999.0,2.4864,-999.0,24.5,27.2,22.3,87.05,1.31,2.41,0.56,97.31
20000123,0.22,6.299,-999.0,3.4896,-999.0,24.93,28.3,22.17,87.08,1.49,2.89,0.63,97.24
20000124,44.69,5.969,-999.0,3.3696,-999.0,24.45,26.5,23.16,91.55,1.13,2.03,0.5,97.32
20000125,8.12,5.5918,-999.0,3.5208,-999.0,23.58,25.98,21.96,92.25,0.85,1.4,0.35,97.33
20000126,2.92,5.382,-999.0,3.9672,-999.0,23.77,26.81,21.65,89.64,0.97,1.86,0.4,97.27
20000127,0.73,5.3964,-999.0,3.7296,-999.0,23.4,25.61,21.41,94.05,1.3,2.01,0.5,97.18
