# NASA POWER daily point,lat=-2.5547,lon=120.3242,grid_elev_m=658.23,period=19960101-20260131
DATE,PRECTOTCORR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,T2M,T2M_MAX,T2M_MIN,RH2M,WS10M,WS10M_MAX,WS2M,PS
20030806,18.91,4.8401,3.811,2.0431,0.51,22.7,25.69,20.54,89.43,1.3,2.36,0.78,93.85
20030807,4.6,4.541,2.8692,2.2044,0.48,23.2,26.63,20.43,88.69,1.46,2.15,0.88,93.86
20030808,5.5,5.3458,4.3884,2.0138,0.56,23.43,26.56,21.35,90.07,1.4,2.21,0.86,93.81
20030809,3.35,4.747,3.7836,1.9723,0.5,22.94,26.29,21.07,88.61,1.49,2.49,0.93,93.76
20030810,0.0,4.373,3.4531,1.8852,0.46,23.21,26.69,20.62,88.28,1.68,2.37,1.05,93.72
20030811,25.06,4.9956,3.5066,2.2126,0.52,23.02,26.15,20.94,89.09,0.97,1.7,0.58,93.85
20030812,19.03,4.0622,2.0254,2.118,0.42,22.73,24.98,21.47,94.52,2.08,3.62,1.25,93.89
20030813,4.41,3.8786,1.8062,2.1626,0.4,23.04,26.64,21.11,88.38,1.36,2.11,0.83,93.86
20030814,1.53,5.634,5.0722,1.8701,0.59,23.06,26.27,20.42,86.86,1.53,2.02,0.93,93.76
20030815,11.22,5.171,3.911,2.1096,0.54,23.24,26.24,21.37,88.3,1.4,2.79,0.89,93.67
20030816,5.22,5.6726,5.225,1.789,0.59,23.29,26.71,20.73,87.17,1.18,1.76,0.73,93.74
20030817,19.66,3.1661,0.3689,2.3738,0.33,23.13,26.47,20.91,90.28,1.38,2.39,0.84,93.8
20030818,6.9,3.6732,0.5933,2.6062,0.38,22.84,25.53,20.76,90.94,1.28,1.71,0.79,93.83
20030819,1.62,4.561,1.3973,3.0038,0.47,23.23,26.32,20.94,86.27,1.11,1.91,0.68,93.74
20030820,10.29,4.3013,2.0054,2.3302,0.44,22.99,25.53,21.31,88.93,1.26,2.24,0.78,93.72
20030821,2.7,5.6978,4.4285,2.2133,0.58,23.46,26.78,21.38,86.38,1.23,1.71,0.75,93.81
20030822,9.42,3.8798,1.8672,1.9973,0.4,22.53,24.16,21.32,94.17,1.91,2.85,1.19,93.91
20030823,3.44,5.4682,3.5071,2.3501,0.56,22.24,25.0,20.37,89.95,1.65,2.41,1.03,93.9
20030824,1.48,3.955,1.6138,2.1442,0.4,22.2,24.79,20.43,90.81,2.07,3.0,1.28,93.85
20030825,5.97,5.0177,3.5011,2.1727,0.51,21.89,23.66,20.75,92.74,1.48,2.15,0.92,93.91
20030826,45.7,4.6946,3.2582,1.9078,0.48,22.11,25.45,19.58,89.46,1.64,2.7,1.03,93.88
20030827,27.13,2.3198,0.095,1.716,0.23,21.22,23.47,19.62,82.83,1.27,2.31,0.79,94.07
20030828,0.07,6.5856,6.4534,1.661,0.66,22.25,26.36,18.46,78.62,1.25,1.88,0.79,94.0
20030829,9.79,6.3101,5.9532,1.7467,0.64,22.72,25.99,20.27,85.49,1.5,2.06,0.94,93.97
20030830,24.32,2.9585,1.375,1.8211,0.3,22.69,25.79,20.6,88.6,1.54,2.1,0.95,93.95
20030831,5.65,5.5039,4.0313,2.3064,0.55,22.15,24.99,20.12,88.18,1.79,2.77,1.14,93.91
20030901,1.0,3.9382,1.0783,2.3414,0.39,22.46,25.57,20.09,89.64,1.61,2.7,1.02,93.93
20030902,1.34,5.0366,2.641,2.6357,0.5,22.87,26.23,20.39,85.91,1.56,2.16,0.97,93.96
20030903,1.04,6.5179,6.0552,1.8605,0.65,23.03,26.55,20.23,82.86,1.31,1.95,0.83,94.0
20030904,0.29,5.1192,2.8104,2.5985,0.51,22.2,24.51,20.63,85.89,1.0,2.52,0.63,94.06
20030905,0.01,4.9846,2.31,2.7062,0.5,22.84,26.47,20.55,83.21,1.39,2.66,0.9,93.95
20030906,5.71,3.5086,1.8775,1.9409,0.35,22.22,26.01,19.92,87.82,1.18,2.21,0.74,93.94
20030907,5.8,5.0184,2.5829,2.4787,0.5,22.46,24.85,20.56,91.03,1.78,2.3,1.12,93.95
20030908,0.03,4.7232,3.1394,2.101,0.47,23.19,26.59,20.9,86.97,1.52,2.11,0.92,93.91
20030909,0.09,5.8253,5.0921,1.9507,0.58,23.3,27.14,19.99,83.64,1.57,2.0,0.96,93.87
20030910,0.1,6.2184,5.807,1.8708,0.61,23.23,26.88,19.75,81.6,1.55,2.11,0.94,93.86
20030911,0.01,6.3485,5.5848,1.9577,0.63,23.27,26.23,20.32,81.58,1.5,2.26,0.92,93.87
20030912,0.22,5.6798,4.5734,2.0714,0.56,23.07,26.35,20.68,83.73,1.48,2.97,0.96,93.88
20030913,0.34,6.4013,5.4504,1.9709,0.63,23.56,27.01,21.11,82.07,1.3,2.21,0.81,93.8
20030914,3.45,4.0982,1.8391,2.4466,0.4,23.02,26.39,20.5,86.48,1.54,2.87,0.95,93.79
20030915,4.79,5.4338,3.7402,2.1425,0.53,22.83,25.83,20.25,88.77,1.26,1.72,0.79,93.82
20030916,9.21,5.1134,2.423,2.6671,0.5,22.49,24.13,21.54,94.88,1.47,2.81,0.91,93.88
20030917,0.72,5.4979,2.5745,2.8061,0.54,23.12,26.08,21.35,89.21,1.74,2.89,1.07,93.91
20030918,0.24,6.2712,5.4866,1.878,0.61,23.21,26.16,21.48,88.39,1.48,2.41,0.95,93.9
20030919,7.92,5.2289,2.9654,2.4958,0.51,22.46,24.76,20.37,91.28,1.29,2.26,0.81,93.97
20030920,9.52,4.0236,0.6396,2.8596,0.39,22.24,24.67,20.0,88.42,1.34,1.96,0.83,94.03
20030921,0.64,5.6105,2.9738,2.7684,0.55,23.05,25.98,21.06,86.74,1.17,2.67,0.76,94.01
20030922,73.58,6.2736,4.4179,2.4101,0.61,23.21,26.44,20.91,85.07,1.13,1.64,0.74,93.99
20030923,16.08,7.0188,6.8846,1.7333,0.68,23.0,26.37,20.47,84.33,1.47,2.53,0.95,93.91
20030924,0.01,7.2444,7.4369,1.4676,0.7,23.15,26.91,20.04,81.72,1.31,2.46,0.87,93.86
20030925,0.0,6.3101,5.8714,1.7558,0.61,23.38,26.68,20.3,82.79,1.53,2.76,1.0,93.83
20030926,0.0,6.6569,5.7617,2.0179,0.64,24.03,27.44,21.22,83.38,1.24,2.73,0.82,93.75
20030927,4.53,6.6612,5.9702,1.9922,0.64,23.99,26.87,22.0,83.19,1.13,2.2,0.76,93.79
20030928,0.37,7.1808,7.0181,1.819,0.69,23.68,27.24,21.22,84.17,1.32,2.57,0.86,93.72
20030929,0.05,5.9626,5.2627,2.0213,0.58,23.33,26.76,20.73,82.2,2.0,3.3,1.26,93.68
20030930,0.01,5.892,3.661,3.324,0.57,23.39,27.2,19.74,79.73,1.39,2.07,0.88,93.65
20031001,13.69,5.4406,2.8409,2.9873,0.52,24.09,28.02,20.8,82.3,1.3,1.73,0.82,93.62
20031002,7.25,5.7648,3.8722,2.3894,0.55,24.21,27.88,21.19,83.89,1.29,2.01,0.79,93.62
20031003,1.2,6.0871,5.4425,1.9658,0.59,24.65,28.11,21.77,83.58,1.35,2.34,0.83,93.69
20031004,0.16,6.2057,5.0729,2.2106,0.6,24.73,28.34,22.33,83.85,1.16,1.84,0.74,93.72
20031005,15.99,6.6334,5.8445,2.0626,0.64,24.09,26.99,21.54,83.6,1.44,2.04,0.89,93.76
20031006,15.3,6.2712,5.359,2.1708,0.6,23.95,27.22,21.18,84.8,1.45,1.85,0.91,93.78
20031007,19.99,4.4417,2.2181,2.1706,0.43,23.36,25.73,21.86,91.58,1.23,2.09,0.77,93.82
20031008,8.85,5.028,1.7282,2.8212,0.48,22.58,24.79,20.98,92.53,1.61,2.86,1.0,93.89
20031009,2.06,6.0223,3.5837,2.9182,0.58,22.82,26.21,19.64,84.45,1.35,2.11,0.83,93.83
20031010,1.03,5.4086,2.6146,2.8428,0.52,23.14,26.39,21.15,86.17,1.55,2.09,0.98,93.74
20031011,0.32,6.2146,4.5586,2.3794,0.6,22.37,24.86,20.53,84.59,0.85,1.33,0.54,93.82
20031012,0.19,4.4916,1.4635,2.821,0.43,22.78,25.9,20.3,84.19,1.62,2.63,1.03,93.72
20031013,0.23,5.8925,3.9686,2.4331,0.56,23.2,27.02,19.74,79.21,1.41,2.32,0.88,93.76
20031014,4.65,3.6917,0.39,2.5282,0.35,21.84,22.89,21.07,86.3,1.45,3.7,0.89,93.93
20031015,0.26,5.7658,2.3904,3.3036,0.55,23.4,26.48,21.06,79.55,1.13,2.13,0.72,93.9
20031016,2.53,5.6976,3.8482,2.371,0.55,23.65,26.3,21.79,83.25,1.24,1.85,0.79,93.88
20031017,0.61,4.8091,1.7786,3.0134,0.46,23.51,26.49,21.47,87.28,1.64,3.19,1.04,93.87
20031018,0.01,6.7656,6.3804,2.0436,0.65,23.44,26.42,21.74,84.98,1.24,1.97,0.8,93.84
20031019,0.0,6.9014,6.6588,1.7983,0.66,23.51,26.87,20.85,81.7,1.51,2.36,0.95,93.88
20031020,0.0,7.127,6.6194,2.345,0.68,23.52,27.11,19.98,78.95,1.26,2.05,0.83,93.91
20031021,0.0,7.615,8.0376,1.4261,0.73,23.81,27.82,20.16,76.86,1.37,1.95,0.92,93.92
20031022,0.0,7.2662,7.1508,1.9505,0.7,24.15,27.27,21.74,73.48,1.11,1.98,0.76,93.99
20031023,0.0,7.3946,7.2487,1.77,0.71,24.21,27.77,21.4,77.92,1.23,2.23,0.81,93.99
20031024,0.0,7.0702,6.8755,1.8238,0.68,24.51,27.7,22.1,78.42,1.29,2.6,0.84,93.88
20031025,0.02,6.8645,6.0739,2.111,0.66,24.41,28.27,21.44,79.37,1.41,2.34,0.89,93.79
20031026,0.09,6.3091,4.0963,2.7514,0.61,24.25,28.1,21.11,78.68,1.3,1.89,0.79,93.86
20031027,0.06,6.252,5.1454,2.2639,0.6,24.2,27.54,22.0,82.02,1.45,2.97,0.96,93.92
20031028,6.41,6.4534,5.5265,2.155,0.62,23.88,26.49,22.15,87.14,1.21,1.91,0.75,93.86
20031029,2.43,5.8966,4.2842,2.3741,0.57,23.61,25.93,21.9,90.37,1.66,2.67,1.01,93.68
20031030,1.57,6.2194,4.2794,2.7446,0.6,24.43,27.72,21.57,81.36,1.32,2.01,0.84,93.55
20031031,2.01,6.0917,4.6687,2.2673,0.59,24.21,27.71,21.88,85.39,1.21,2.3,0.78,93.6
20031101,0.81,5.5241,3.293,2.5805,0.53,24.21,27.78,21.83,85.37,1.28,1.99,0.79,93.75
20031102,0.01,5.8255,3.9881,2.5327,0.56,24.29,27.23,22.32,84.69,1.53,2.05,0.93,93.82
20031103,0.68,6.018,4.355,2.5303,0.58,23.86,26.82,21.13,80.01,1.11,1.83,0.7,93.84
20031104,5.99,6.409,4.8653,2.526,0.62,23.35,25.9,21.13,87.49,1.24,1.91,0.8,93.82
20031105,2.91,6.0137,4.4251,2.5802,0.58,24.35,28.05,21.5,81.27,1.24,1.78,0.82,93.76
20031106,0.47,6.1836,5.1636,2.2884,0.6,24.55,28.16,21.76,81.63,1.26,2.12,0.81,93.71
20031107,0.19,6.4387,5.0621,2.3273,0.62,24.22,27.34,21.82,82.23,1.47,1.89,0.93,93.71
20031108,0.01,6.8726,6.0012,2.1353,0.66,24.6,28.24,22.14,79.16,1.19,1.8,0.78,93.64
20031109,0.05,6.9528,6.1378,2.106,0.67,24.69,28.74,20.62,79.38,1.39,2.05,0.86,93.55
20031110,0.05,6.2453,5.027,2.2039,0.6,23.98,26.92,22.04,82.3,1.09,1.61,0.7,93.6
20031111,1.78,5.6287,3.0014,2.8135,0.54,23.88,26.65,21.56,84.66,1.09,1.5,0.68,93.6
20031112,25.4,4.0178,1.1462,2.2865,0.39,23.43,24.59,22.36,91.66,1.09,1.93,0.64,93.58
20031113,12.63,6.109,4.2835,2.4067,0.59,24.53,28.26,21.71,86.42,1.3,1.92,0.79,93.62
20031114,10.96,5.0642,1.3819,3.2177,0.49,23.81,25.1,22.09,91.37,1.18,1.8,0.72,93.66
20031115,10.93,5.1281,2.0894,2.8692,0.5,23.58,25.81,21.16,88.22,0.87,1.66,0.55,93.73
20031116,1.38,4.6524,0.6986,3.174,0.45,24.26,26.69,22.67,85.22,0.83,1.44,0.54,93.71
20031117,23.4,4.7551,2.3851,2.3311,0.46,24.03,26.08,22.61,88.81,1.09,1.72,0.65,93.75
20031118,4.21,5.9513,3.6242,2.5843,0.58,24.07,26.23,22.31,84.8,1.18,1.69,0.74,93.74
20031119,5.66,5.6328,4.3846,2.2862,0.55,23.04,24.71,22.12,88.1,0.9,1.79,0.59,93.72
20031120,14.68,5.6376,3.1301,3.0854,0.55,23.35,25.39,21.66,88.19,0.66,1.21,0.42,93.71
20031121,13.96,5.1989,1.5389,3.348,0.51,23.5,26.25,21.94,88.17,1.41,2.69,0.88,93.77
20031122,15.6,5.2438,2.3839,3.1126,0.51,23.17,25.19,21.89,89.42,0.69,1.56,0.45,93.89
20031123,9.68,5.3669,3.967,2.1703,0.52,23.23,25.87,21.28,86.01,1.52,2.14,0.95,93.83
20031124,4.69,5.9906,4.3958,2.485,0.59,23.7,26.24,21.78,88.2,1.33,2.01,0.82,93.8
20031125,16.39,5.232,2.7485,2.7122,0.51,23.28,25.09,21.85,89.53,0.94,1.89,0.59,93.74
20031126,4.52,5.7722,2.4912,3.414,0.56,24.07,27.55,21.58,86.4,1.57,2.38,0.98,93.63
20031127,4.4,5.5538,3.2815,2.905,0.54,23.9,26.13,22.24,85.81,1.12,1.68,0.73,93.59
20031128,1.6,5.5894,4.5842,2.6126,0.55,23.55,25.86,21.92,86.27,0.98,1.77,0.61,93.65
20031129,1.85,6.7646,5.8877,2.449,0.66,24.27,27.72,21.38,79.61,1.3,1.87,0.83,93.69
20031130,0.31,6.6329,6.1735,2.1041,0.65,24.3,27.88,21.35,82.76,1.44,2.2,0.91,93.76
20031201,1.68,5.7787,2.8781,3.4898,0.57,23.82,26.09,22.16,87.74,1.65,3.17,1.03,93.75
20031202,0.47,5.0501,1.3478,3.0907,0.5,23.29,25.41,22.06,91.88,1.57,1.92,0.97,93.68
20031203,17.45,5.299,2.7859,2.6328,0.52,23.11,24.89,21.86,94.55,1.36,2.28,0.85,93.58
20031204,10.54,4.4998,1.5581,2.6002,0.44,23.52,26.28,21.72,88.23,0.93,1.44,0.59,93.65
20031205,1.45,5.2061,1.4599,3.3082,0.51,22.85,24.81,21.38,90.42,1.1,1.65,0.69,93.68
20031206,33.9,5.4895,3.8654,2.3966,0.54,23.6,26.17,22.22,87.99,1.19,1.82,0.78,93.63
20031207,12.24,4.9534,1.625,2.9198,0.49,23.39,25.67,22.04,91.31,1.23,1.83,0.75,93.6
20031208,40.55,6.066,4.7105,2.4684,0.6,23.23,24.8,22.37,93.75,1.1,2.52,0.69,93.64
20031209,67.31,5.0986,2.4235,2.707,0.5,23.48,25.64,21.74,88.05,0.92,1.6,0.59,93.67
20031210,13.81,5.6419,3.33,2.9578,0.56,23.52,26.19,21.7,85.31,1.2,2.22,0.76,93.61
20031211,51.31,5.3671,2.8301,2.8596,0.53,23.26,25.4,21.86,90.57,1.32,2.3,0.84,93.57
20031212,10.99,4.2991,0.487,3.1922,0.42,23.69,26.39,21.97,87.18,1.39,2.22,0.9,93.61
20031213,2.21,4.9766,1.4124,3.1171,0.49,23.62,25.42,22.11,87.06,0.96,1.75,0.61,93.65
20031214,40.19,4.1098,0.9473,2.7156,0.41,23.85,26.54,22.03,86.15,1.73,2.28,1.08,93.58
20031215,25.8,4.1674,0.2237,3.1068,0.41,22.55,23.86,21.1,95.27,1.14,2.0,0.68,93.57
20031216,23.58,4.0495,0.2138,2.9767,0.4,23.43,25.73,21.98,91.56,1.13,1.89,0.66,93.54
20031217,27.4,5.2301,3.5239,2.3273,0.52,23.45,25.77,21.89,91.3,1.21,2.04,0.73,93.61
20031218,12.58,3.8815,0.3302,2.8735,0.38,23.54,26.42,21.91,87.16,0.98,1.72,0.61,93.69
20031219,1.46,4.1784,0.3636,3.029,0.41,23.59,26.51,21.19,83.95,0.8,1.39,0.49,93.66
20031220,1.0,4.3663,0.2674,3.3254,0.43,23.52,26.97,20.62,82.97,1.64,2.25,0.97,93.64
20031221,0.58,3.9199,0.9098,2.8733,0.39,23.46,27.45,20.15,85.27,1.1,2.13,0.69,93.7
20031222,1.86,4.1825,0.1279,3.2081,0.41,23.31,25.86,21.72,89.21,0.99,1.71,0.62,93.69
20031223,8.81,4.381,0.4078,3.2818,0.43,23.6,26.8,20.65,87.26,0.78,1.51,0.47,93.67
20031224,7.51,3.8333,0.7342,2.681,0.38,23.06,24.96,21.35,89.5,0.73,1.66,0.45,93.72
20031225,1.15,4.854,2.413,2.5642,0.48,23.57,26.17,21.52,86.7,0.94,1.45,0.56,93.66
20031226,1.66,5.3971,2.8709,2.9074,0.53,23.57,26.62,21.48,86.35,0.93,1.68,0.57,93.67
20031227,1.01,4.6037,0.7915,3.2088,0.45,23.48,27.07,20.15,84.06,1.18,2.2,0.73,93.71
20031228,9.79,5.5126,3.0586,2.6842,0.54,23.42,25.43,22.13,84.22,1.06,1.6,0.66,93.94
20031229,6.93,4.4357,0.7162,3.1003,0.44,23.77,26.31,22.16,86.41,0.9,1.52,0.58,93.93
20031230,1.28,4.9082,2.2262,2.7403,0.48,23.56,25.55,21.62,89.72,0.89,1.39,0.57,93.88
20031231,2.32,4.7743,0.7349,3.5249,0.47,24.01,26.57,22.31,84.9,0.78,1.38,0.47,93.73
20040101,0.54,5.8579,4.8662,2.0616,0.58,23.99,27.51,21.25,82.9,0.96,1.53,0.59,93.71
20040102,0.29,5.5567,3.2774,2.5387,0.55,23.85,27.55,21.03,85.61,1.54,2.28,0.92,93.68
20040103,1.03,5.513,2.5555,3.1738,0.54,24.18,28.1,20.18,80.39,1.27,2.29,0.79,93.75
20040104,17.41,5.0062,1.4004,3.1145,0.49,23.74,26.67,21.37,86.3,1.2,1.57,0.7,93.86
20040105,18.84,5.1084,2.9078,2.5092,0.5,23.45,25.66,21.9,89.47,1.27,2.46,0.8,93.85
20040106,4.58,6.0163,4.968,2.2058,0.59,23.59,26.87,21.65,88.25,0.91,1.69,0.58,93.82
20040107,2.27,5.6928,3.2458,2.7578,0.56,23.49,26.33,21.39,86.02,0.84,1.63,0.53,93.88
20040108,0.69,5.4631,3.8762,2.3342,0.53,23.45,26.2,21.16,85.27,1.15,1.72,0.7,93.96
20040109,15.37,5.7101,4.7268,1.981,0.56,23.09,25.29,21.44,91.83,1.26,2.28,0.76,93.95
20040110,7.18,6.2582,5.4348,2.225,0.61,23.34,26.0,21.07,86.3,1.08,1.74,0.67,93.94
20040111,6.5,5.5438,3.7507,2.46,0.54,23.25,25.62,21.43,89.07,1.73,2.94,1.12,93.9
20040112,1.29,5.6633,3.894,2.3616,0.55,22.85,25.19,21.07,88.18,0.98,1.67,0.66,93.85
20040113,1.78,5.1247,1.5266,3.2513,0.5,23.77,26.7,21.8,86.77,0.84,1.39,0.56,93.74
20040114,3.83,4.9322,2.5116,2.5313,0.48,23.26,25.29,22.07,90.72,1.16,1.67,0.73,93.76
20040115,2.9,5.2526,2.0618,3.0274,0.51,23.14,24.17,22.21,94.18,1.67,2.75,1.04,93.82
20040116,0.98,5.7022,4.5638,2.1902,0.55,23.31,26.02,21.36,89.38,0.98,1.65,0.63,93.84
20040117,7.12,5.8464,4.2818,2.2529,0.57,23.53,25.35,21.95,86.69,0.87,1.61,0.58,93.78
20040118,12.63,2.3921,0.0686,1.8281,0.23,23.66,27.32,21.25,89.27,1.67,2.93,1.06,93.73
20040119,26.28,5.2603,2.6239,2.6556,0.51,23.14,24.81,21.87,94.71,1.7,2.33,1.03,93.73
20040120,40.88,5.0304,1.9399,2.8846,0.49,22.48,23.58,21.64,93.43,1.57,2.47,0.97,93.75
20040121,10.74,5.31,2.6508,2.7586,0.51,23.39,26.63,21.38,86.47,1.5,2.16,0.95,93.76
20040122,11.42,5.0582,2.3498,2.677,0.49,23.13,24.56,22.11,92.73,1.45,2.58,0.93,93.69
20040123,3.73,5.7274,4.1054,2.4581,0.55,23.61,26.07,21.7,87.68,1.13,1.42,0.72,93.67
20040124,0.94,4.195,0.2868,3.0384,0.4,23.65,25.76,22.36,88.7,1.21,2.18,0.79,93.63
20040125,1.04,5.0484,1.2156,3.2143,0.49,23.65,26.5,21.25,84.49,1.4,2.31,0.87,93.57
20040126,5.99,4.8242,0.7634,3.2942,0.46,23.44,25.73,21.87,88.28,1.41,2.58,0.88,93.55
20040127,3.89,5.3837,3.1445,2.6138,0.52,23.62,26.23,21.58,88.59,1.4,2.03,0.9,93.55
20040128,7.18,6.2846,4.025,3.0751,0.6,23.78,26.22,22.11,88.79,1.31,1.83,0.82,93.5
20040129,5.38,5.7744,2.8469,3.0014,0.55,23.31,25.43,22.1,90.13,1.4,2.67,0.87,93.49
20040130,3.79,5.3738,1.9601,3.1399,0.52,23.11,25.17,21.61,87.52,0.8,1.77,0.51,93.61
20040131,41.87,4.9421,2.7173,2.3453,0.47,23.16,24.69,21.97,93.61,1.19,2.55,0.74,93.56
20040201,5.24,4.1066,0.4613,2.9892,0.39,23.34,25.83,21.54,89.11,1.36,1.86,0.82,93.53
20040202,16.19,5.857,4.0013,2.3633,0.56,23.9,27.22,21.56,87.16,1.23,1.7,0.73,93.49
20040203,21.66,3.6715,0.1068,2.7523,0.35,22.34,24.02,21.17,93.72,1.64,1.89,0.97,93.52
20040204,1.32,5.586,1.9414,3.5558,0.53,23.42,27.43,20.45,81.86,1.32,2.09,0.83,93.67
20040205,7.96,2.7235,0.2609,1.8941,0.26,22.19,23.81,21.29,89.02,0.93,1.71,0.62,93.87
20040206,9.59,5.3734,1.4182,3.7051,0.51,23.15,26.31,20.62,87.2,1.4,2.04,0.88,93.83
20040207,1.19,5.6076,1.9361,3.487,0.53,23.58,26.28,21.25,84.57,0.97,1.45,0.6,93.84
20040208,0.77,3.835,0.3168,2.856,0.37,23.21,26.48,21.32,85.9,0.98,1.54,0.58,93.79
20040209,0.13,5.5375,2.3182,2.9935,0.53,22.89,26.0,19.93,81.68,1.29,1.82,0.79,93.78
20040210,0.26,5.4168,2.4763,3.2052,0.52,23.92,27.99,20.0,77.53,1.19,1.94,0.72,93.74
20040211,0.03,6.2976,5.3146,2.1444,0.6,23.84,28.6,20.05,78.53,2.02,2.59,1.22,93.68
20040212,0.36,5.8517,5.4012,1.9433,0.56,23.85,28.08,19.34,79.44,1.56,2.56,0.97,93.7
20040213,0.73,4.6896,1.537,2.7144,0.45,23.89,26.66,21.57,80.65,1.03,1.78,0.63,93.71
20040214,2.6,4.1182,0.3588,2.9971,0.39,23.92,26.95,21.56,82.54,1.29,2.11,0.79,93.62
20040215,6.83,5.5673,2.6448,2.7876,0.53,23.94,26.04,22.61,90.08,1.36,1.93,0.82,93.63
20040216,27.46,3.6096,0.419,2.6102,0.34,23.72,25.62,22.34,91.88,1.65,2.53,1.03,93.71
20040217,10.71,4.7141,0.8525,3.3866,0.45,23.56,25.67,22.02,88.8,1.2,1.84,0.75,93.62
20040218,10.75,5.2433,2.5632,2.8298,0.5,23.63,25.03,22.46,93.06,1.88,2.77,1.16,93.59
20040219,5.6,3.8988,0.2714,2.7149,0.37,23.23,25.61,21.84,89.22,0.96,1.57,0.61,93.74
20040220,12.53,4.7354,2.2534,2.3162,0.45,23.04,24.82,21.42,91.96,1.3,1.99,0.8,93.8
20040221,64.04,4.6025,1.2578,2.6918,0.44,23.36,24.99,22.27,93.69,1.25,1.52,0.75,93.76
20040222,7.37,6.4793,5.4139,2.1178,0.61,23.49,25.66,22.39,91.75,1.15,1.42,0.68,93.67
20040223,0.19,5.8296,3.769,2.5999,0.55,23.65,25.65,22.13,89.72,1.28,1.81,0.79,93.74
20040224,0.36,4.6181,2.9904,1.9692,0.44,24.24,26.95,22.08,83.14,1.2,1.77,0.78,93.82
20040225,20.88,4.925,1.2708,3.0302,0.47,23.68,24.61,22.8,89.42,0.69,1.45,0.43,93.78
20040226,24.52,5.3858,1.8072,3.2988,0.51,23.5,25.31,21.76,85.14,0.56,0.83,0.33,93.73
20040227,16.43,4.5888,1.0942,2.8925,0.43,23.91,26.31,22.28,86.91,0.82,1.46,0.49,93.7
20040228,28.41,6.1601,4.6426,2.3071,0.58,23.66,25.21,22.48,92.41,1.12,1.37,0.71,93.68
20040229,7.72,4.6752,0.4404,3.3912,0.44,23.41,25.14,22.35,91.67,1.27,2.33,0.79,93.72
20040301,0.91,4.8744,2.0974,2.4845,0.46,24.27,26.61,22.71,89.77,1.98,2.61,1.2,93.62
20040302,0.88,5.2447,1.8401,3.2621,0.5,23.41,25.06,22.42,89.97,0.78,1.47,0.46,93.57
20040303,13.82,5.3194,3.0509,2.4137,0.5,23.1,24.61,22.15,91.37,1.06,1.65,0.65,93.56
20040304,31.09,5.9736,3.4656,2.772,0.56,23.89,26.43,22.38,89.04,0.78,1.26,0.49,93.55
20040305,1.24,5.9486,3.2431,2.6856,0.56,23.45,26.19,21.56,89.84,1.42,1.98,0.85,93.63
20040306,0.12,5.0095,1.0673,3.2474,0.47,23.79,25.91,22.12,89.48,0.85,1.68,0.49,93.64
20040307,28.87,5.268,1.9118,2.9484,0.5,23.75,26.37,22.13,89.13,0.92,1.42,0.59,93.68
20040308,12.51,4.0891,0.2652,2.9702,0.39,23.37,24.43,22.27,94.92,1.26,2.38,0.81,93.72
20040309,6.96,5.5848,2.9906,2.5368,0.53,23.48,26.03,21.92,91.61,1.53,2.38,0.97,93.71
20040310,23.6,5.0381,2.0923,2.7794,0.48,23.06,24.38,22.28,93.8,1.5,2.13,0.94,93.65
20040311,67.42,4.0687,0.3893,2.9911,0.39,23.31,25.34,21.92,90.32,0.95,1.5,0.59,93.66
20040312,10.41,5.1442,3.0103,2.3026,0.49,24.0,27.2,22.08,86.49,1.05,1.41,0.66,93.71
20040313,11.69,3.3422,0.1666,2.4569,0.32,23.05,25.12,21.54,91.41,0.88,1.55,0.52,93.77
20040314,1.65,4.5766,0.1848,3.3948,0.43,22.98,25.41,21.16,87.34,0.81,1.3,0.49,93.78
20040315,3.87,4.5756,1.044,2.868,0.44,23.15,26.83,20.76,85.48,0.92,1.51,0.55,93.67
20040316,1.19,4.6747,1.801,2.7696,0.44,23.37,27.44,20.55,86.58,1.14,1.83,0.7,93.56
20040317,1.05,4.0685,0.7123,2.8373,0.39,23.92,27.48,21.44,85.72,0.85,1.59,0.52,93.54
20040318,2.5,4.6464,2.0966,2.4036,0.44,23.27,25.87,20.93,84.75,1.18,1.65,0.69,93.56
20040319,0.47,3.6576,0.0269,2.7696,0.35,23.6,27.06,21.27,76.87,1.59,2.41,0.93,93.46
20040320,0.12,7.0656,7.0414,2.3484,0.67,24.25,28.39,20.37,78.19,1.19,2.0,0.71,93.42
20040321,0.01,6.8378,6.5227,1.7189,0.65,24.58,28.98,19.74,77.69,1.45,2.16,0.88,93.48
20040322,0.01,6.4046,5.5735,2.705,0.61,24.92,28.29,21.83,78.1,0.87,1.35,0.57,93.62
20040323,0.32,5.3129,2.6261,2.8925,0.51,24.3,27.13,21.78,80.85,1.12,1.48,0.72,93.64
20040324,0.17,5.6078,1.8257,3.6331,0.54,24.83,27.75,22.28,80.49,1.02,1.3,0.65,93.68
20040325,0.27,6.6593,5.7734,2.0141,0.64,24.91,28.06,22.78,82.78,0.87,1.55,0.56,93.67
20040326,6.73,5.8882,3.3571,2.6359,0.57,24.48,26.97,22.67,90.14,1.66,1.88,1.02,93.76
20040327,21.63,6.2453,4.8389,2.0916,0.6,23.79,25.17,22.91,91.62,1.17,2.06,0.71,93.97
